along_strike_index,down_dip_index,lon1(deg),lat1(deg),lon2(deg),lat2(deg),dip (deg),top_depth (km),bottom_depth (km),slip deficit rate (mm/yr),tile_geometry,,,,
16,4,166.23616180262772,-46.134927139462164,166.16410565050083,-46.25982179304158,26.28030552853158,23.604454677200522,30.245899862479888,5.558647,"POLYGON Z ((1090451.484186691 4864765.179434136 -30245.89986247989, 1077583.679442231 4868678.082053594 -23604.45467720052, 1073219.71129633 4854326.922448128 -23604.45467720052, 1086087.51604079 4850414.01982867 -30245.89986247989, 1090451.484186691 4864765.179434136 -30245.89986247989))"
16,5,166.37537409772833,-46.196449185339134,166.3255485011943,-46.32650007767724,29.334279360746997,30.165188412467817,37.51375009935815,5.571338,"POLYGON Z ((1101781.775687552 4860468.297690563 -37513.75009935815, 1088906.447524598 4862754.028608713 -30165.18841246782, 1086284.523926817 4847984.955630107 -30165.18841246782, 1099159.852089772 4845699.224711956 -37513.75009935815, 1101781.775687552 4860468.297690563 -37513.75009935815))"
16,6,166.518073397819,-46.259417236414386,166.49118406872387,-46.39270540179263,31.84698517373144,36.34685880581624,44.2616473456692,5.584474,"POLYGON Z ((1113208.956149904 4855950.171209564 -44261.6473456692, 1100487.52460955 4856672.183628777 -36346.85880581624, 1099637.558534833 4841696.284401291 -36346.85880581624, 1112358.990075187 4840974.271982078 -44261.6473456692, 1113208.956149904 4855950.171209564 -44261.6473456692))"
16,7,166.65691798378634,-46.31716134991833,166.6493923079937,-46.451662279617196,39.75468557529874,43.973337751436844,53.565865872542595,5.596098,"POLYGON Z ((1123222.408359368 4851606.787720689 -53565.86587254259, 1111700.568267792 4851126.574070372 -43973.33775143685, 1112325.204305622 4836139.585386175 -43973.33775143685, 1123847.044397197 4836619.799036492 -53565.86587254259, 1123222.408359368 4851606.787720689 -53565.86587254259))"
16,8,166.80213579731614,-46.37171563517672,166.80776534415924,-46.50627913796188,50.293610264148214,51.778767022468195,63.31869172711799,5.606451,"POLYGON Z ((1132881.237960726 4846982.05710311 -63318.69172711798, 1123353.660415443 4845954.72856285 -51778.76702246819, 1124961.741688783 4831041.175176137 -51778.76702246819, 1134489.319234066 4832068.503716397 -63318.69172711798, 1132881.237960726 4846982.05710311 -63318.69172711798))"
17,0,165.46072224705628,-45.97767922470361,165.3526104434382,-46.08904499063874,11.8767395778282,6.101145999136764,9.188249831994554,5.570664,"POLYGON Z ((1028930.815295284 4873703.749957096 -9188.249831994553, 1016040.975071261 4880726.698691375 -6101.145999136765, 1008864.394531418 4867554.884398911 -6101.145999136765, 1021754.234755441 4860531.935664632 -9188.249831994553, 1028930.815295284 4873703.749957096 -9188.249831994553))"
17,1,165.62624825437032,-46.041486804190214,165.51827322140758,-46.153005260691884,13.578314862928552,9.03294975661392,12.55456322681596,5.578905,"POLYGON Z ((1042321.078251876 4867866.829753749 -12554.56322681596, 1029519.059065522 4874845.837084216 -9032.94975661392, 1022339.379156426 4861675.711936636 -9032.94975661392, 1035141.39834278 4854696.704606169 -12554.56322681596, 1042321.078251876 4867866.829753749 -12554.56322681596))"
17,2,165.778964126872,-46.10619720092697,165.6855529652978,-46.2239785633715,15.219914474509697,12.682730109265906,16.620598758547523,5.589976,"POLYGON Z ((1055250.761361817 4862952.32890816 -16620.59875854752, 1041987.545652851 4868747.180032946 -12682.73010926591, 1035982.053738441 4855001.85112215 -12682.73010926591, 1049245.269447408 4849206.999997364 -16620.59875854752, 1055250.761361817 4862952.32890816 -16620.59875854752))"
17,3,165.94113386234855,-46.16926884167186,165.85094088424,-46.28831921386498,18.61663767996968,16.425895228134898,21.214412893329158,5.599674,"POLYGON Z ((1068266.465177747 4857411.557991129 -21214.41289332916, 1055142.161312314 4862872.578648286 -16425.8952281349, 1049379.620002544 4849023.63942345 -16425.8952281349, 1062503.923867977 4843562.618766293 -21214.41289332916, 1068266.465177747 4857411.557991129 -21214.41289332916))"
17,4,166.09456957637767,-46.2324193720871,166.01640589975472,-46.355550491705415,22.046932874735557,20.978220980514568,26.608710301379485,5.611035,"POLYGON Z ((1080763.86850217 4852442.354507379 -26608.71030137948, 1067596.140274632 4856904.251338699 -20978.22098051457, 1062782.234740719 4842697.692518543 -20978.22098051457, 1075949.962968256 4838235.795687224 -26608.71030137948, 1080763.86850217 4852442.354507379 -26608.71030137948))"
17,5,166.23906805764065,-46.29493374594658,166.18012213624937,-46.423139840585065,25.561906211513506,26.78271244959572,33.25500333667657,5.623447,"POLYGON Z ((1092528.318449508 4847941.875714919 -33255.00333667657, 1079329.274187589 4850924.270934355 -26782.71244959572, 1076023.287703471 4836293.124247685 -26782.71244959572, 1089222.33196539 4833310.729028249 -33255.00333667657, 1092528.318449508 4847941.875714919 -33255.00333667657))"
17,6,166.38114573458046,-46.35694314390593,166.3423444583325,-46.4888052595446,26.961992232718803,33.19779469592553,39.99878481392726,5.636123,"POLYGON Z ((1104125.427795606 4843408.195246423 -39998.78481392726, 1090846.649241192 4844964.014489679 -33197.79469592553, 1089101.102092815 4830065.925177529 -33197.79469592553, 1102379.880647229 4828510.105934273 -39998.78481392726, 1104125.427795606 4843408.195246423 -39998.78481392726))"
17,7,166.53238668832,-46.42156443166986,166.51308488309834,-46.55548700037202,29.84357045977778,38.15177711396922,45.616282730287075,5.649380,"POLYGON Z ((1116076.417291705 4838529.404977371 -45616.28273028707, 1103067.502782923 4838751.439225104 -38151.77711396922, 1102811.522261948 4823753.623585056 -38151.77711396922, 1115820.43677073 4823531.589337323 -45616.28273028707, 1116076.417291705 4838529.404977371 -45616.28273028707))"
17,8,166.67492419424804,-46.4793413298322,166.67225788183262,-46.613931509927205,38.0038831726883,45.51347823285473,54.74920144290091,5.660973,"POLYGON Z ((1126325.790884151 4834009.907070084 -54749.20144290091, 1114532.493060237 4833222.796389247 -45513.47823285473, 1115531.403747078 4818256.094099173 -45513.47823285473, 1127324.701570992 4819043.20478001 -54749.20144290091, 1126325.790884151 4834009.907070084 -54749.20144290091))"
17,9,166.8209571668581,-46.532149871867766,166.82736683477796,-46.66669785428904,49.02196121026756,53.475251338752564,64.79966617679717,5.670935,"POLYGON Z ((1135974.998049928 4829339.364579805 -64799.66617679717, 1126199.299261952 4828246.962738609 -53475.25133875256, 1127865.130779343 4813339.749539769 -53475.25133875256, 1137640.829567318 4814432.151380965 -64799.66617679717, 1135974.998049928 4829339.364579805 -64799.66617679717))"
18,0,165.3286983396015,-46.08947103312673,165.24074164556626,-46.20917980447476,11.374463313497525,5.858669516952721,8.816975736325249,5.629770,"POLYGON Z ((1020705.859677599 4861945.692113259 -8816.975736325248, 1007021.068080794 4867328.526242641 -5858.669516952721, 1001530.392542977 4853369.569184952 -5858.669516952721, 1015215.184139782 4847986.73505557 -8816.975736325248, 1020705.859677599 4861945.692113259 -8816.975736325248))"
18,1,165.4988789748693,-46.1527868320009,165.40580836910783,-46.27068192437576,13.031349328138104,8.622716092909132,12.004978286603041,5.636998,"POLYGON Z ((1034265.869151997 4855786.757453131 -12004.97828660304, 1020840.030798956 4861557.9936267 -8622.716092909131, 1014916.238230983 4847777.257738816 -8622.716092909131, 1028342.076584024 4842006.021565246 -12004.97828660304, 1034265.869151997 4855786.757453131 -12004.97828660304))"
18,2,165.66150512225641,-46.216516716393926,165.57160362206955,-46.33565654564403,15.279006198400582,12.056536425815933,16.009330543562974,5.646034,"POLYGON Z ((1047441.591289599 4850174.84237035 -16009.33054356298, 1034051.1242019 4855658.528159666 -12056.53642581593, 1028366.510274287 4841777.419972854 -12056.53642581593, 1041756.977361986 4836293.734183538 -16009.33054356298, 1047441.591289599 4850174.84237035 -16009.33054356298))"
18,3,165.8251040442329,-46.27923567439912,165.73609863439484,-46.3987614267917,17.28098737030675,15.937612852325909,20.39348340106505,5.655173,"POLYGON Z ((1060573.966604829 4844475.638764479 -20393.48340106505, 1047298.369497133 4849851.858541147 -15937.61285232591, 1041667.991211274 4835948.663212082 -15937.61285232591, 1054943.58831897 4830572.443435415 -20393.48340106505, 1060573.966604829 4844475.638764479 -20393.48340106505))"
18,4,165.98081760742738,-46.3426877221801,165.90212937637241,-46.465689416445805,19.872160968422094,20.219021109375433,25.31786071328177,5.666184,"POLYGON Z ((1073276.340114787 4839349.253776458 -25317.86071328177, 1059917.987601501 4843883.154175057 -20219.02110937543, 1055097.014658169 4829678.992113194 -20219.02110937543, 1068455.367171455 4825145.091714595 -25317.86071328177, 1073276.340114787 4839349.253776458 -25317.86071328177))"
18,5,166.13235442991697,-46.40525706857968,166.06636778585258,-46.531824918970564,22.267502349134176,25.432069215275938,31.116039133609497,5.677760,"POLYGON Z ((1085601.965165412 4834415.384811309 -31116.0391336095, 1072180.88839684 4837960.407285084 -25432.06921527594, 1068350.19086419 4823457.795230239 -25432.06921527594, 1081771.267632762 4819912.772756464 -31116.0391336095, 1085601.965165412 4834415.384811309 -31116.0391336095))"
18,6,166.2791824349344,-46.468284990114896,166.23124562324242,-46.598704341004144,23.51303773102219,31.079292666429463,37.063658719068115,5.690366,"POLYGON Z ((1097633.261414484 4829703.740907433 -37063.65871906812, 1084060.58326587 4831933.039187646 -31079.29266642946, 1081629.424180907 4817131.368150104 -31079.29266642946, 1095202.102329521 4814902.069869891 -37063.65871906812, 1097633.261414484 4829703.740907433 -37063.65871906812))"
18,7,166.41939236581348,-46.530038424237794,166.39272426219807,-46.66334574533383,25.680642987460196,37.88306800714253,44.38338755821351,5.703264,"POLYGON Z ((1108894.740086725 4825263.940445282 -44383.38755821351, 1095395.544445742 4825983.35880786 -37883.06800714253, 1094597.275892528 4811004.614958093 -37883.06800714253, 1108096.471533512 4810285.196595514 -44383.38755821351, 1108894.740086725 4825263.940445282 -44383.38755821351))"
18,8,166.57645908184082,-46.59417449348183,166.56464294735952,-46.72851739499172,29.941394605972814,42.489706766620046,49.97641554224661,5.716210,"POLYGON Z ((1121014.150953596 4820131.989368123 -49976.41554224661, 1108019.05261485 4819855.202671777 -42489.70676662005, 1108338.469898403 4804858.603970773 -42489.70676662005, 1121333.568237149 4805135.390667118 -49976.41554224661, 1121014.150953596 4820131.989368123 -49976.41554224661))"
18,9,166.74301939489658,-46.65788006963906,166.7465669206471,-46.79246770331775,42.76549217543877,46.41183308444345,56.59682219130426,5.728702,"POLYGON Z ((1132296.461649449 4814883.157614809 -56596.82219130427, 1121336.957588637 4813808.32384433 -46411.83308444345, 1122801.031633694 4798879.945258878 -46411.83308444345, 1133760.535694507 4799954.779029356 -56596.82219130427, 1132296.461649449 4814883.157614809 -56596.82219130427))"
18,10,166.8469998337872,-46.69747689478485,166.86111866657052,-46.83174925081065,49.01035184491557,57.85034329408157,69.1727648025883,5.736649,"POLYGON Z ((1139362.389473657 4811513.079129375 -69172.76480258831, 1129634.649321461 4810038.683417546 -57850.34329408157, 1131882.46876288 4795208.062804813 -57850.34329408157, 1141610.208915076 4796682.458516642 -69172.76480258831, 1139362.389473657 4811513.079129375 -69172.76480258831))"
19,0,165.21667317888728,-46.21200639150214,165.15419843741756,-46.339232409353336,12.568918390632113,5.661351080822142,8.925558043222003,5.690546,"POLYGON Z ((1013962.726237557 4849544.649750936 -8925.558043222003, 999705.5044400066 4852872.799315196 -5661.351080822142, 996295.6372583667 4838265.513263243 -5661.351080822142, 1010552.859055917 4834937.363698984 -8925.558043222003, 1013962.726237557 4849544.649750936 -8925.558043222003))"
19,1,165.38768845122465,-46.27493045371338,165.31880409783884,-46.40060307873194,13.595502872784117,8.368871117836656,11.894858469940068,5.697537,"POLYGON Z ((1027633.067278203 4843337.984800613 -11894.85846994007, 1013566.184613886 4847170.767771398 -8368.871117836656, 1009622.908903943 4832698.360346392 -8368.871117836656, 1023689.79156826 4828865.577375607 -11894.85846994007, 1027633.067278203 4843337.984800613 -11894.85846994007))"
19,2,165.56472986807762,-46.33519995200393,165.47921583846747,-46.455930929496084,15.13426624590345,11.803712395284158,15.719940466827898,5.703375,"POLYGON Z ((1041379.873340175 4836665.19001069 -15719.9404668279, 1027832.919669292 4841778.232542355 -11803.71239528416, 1022536.168108761 4827744.543686391 -11803.71239528416, 1036083.121779644 4822631.501154726 -15719.9404668279, 1041379.873340175 4836665.19001069 -15719.9404668279))"
19,3,165.72855609916533,-46.39778747241905,165.64331573231448,-46.518670293580385,16.831481876055285,15.823721420308978,20.167087885532926,5.712300,"POLYGON Z ((1054512.036738095 4830936.475962284 -20167.08788553292, 1041078.409531422 4836003.312038267 -15823.72142030898, 1035784.798000924 4821968.438438402 -15823.72142030898, 1049218.425207598 4816901.602362419 -20167.08788553292, 1054512.036738095 4830936.475962284 -20167.08788553292))"
19,4,165.88759864798482,-46.46035669890226,165.8075640986138,-46.58298123891226,18.673673892448647,20.282477955896674,25.08514398356531,5.722402,"POLYGON Z ((1067360.345941612 4825532.357208872 -25085.14398356531, 1053928.225736325 4830170.519109603 -20282.47795589667, 1049032.331694997 4815992.006439507 -20282.47795589667, 1062464.451900284 4811353.844538776 -25085.14398356531, 1067360.345941612 4825532.357208872 -25085.14398356531))"
19,5,166.04179896760758,-46.523387631280784,165.97292790177002,-46.64924484593731,20.271096641195747,25.07039652189673,30.26733373907874,5.733791,"POLYGON Z ((1079937.868976579 4820449.477331036 -30267.33373907874, 1066383.848730029 4824228.416165786 -25070.39652189673, 1062355.403421845 4809779.484426762 -25070.39652189673, 1075909.423668395 4806000.545592012 -30267.33373907874, 1079937.868976579 4820449.477331036 -30267.33373907874))"
19,6,166.19295722790983,-46.588364618153136,166.14252550875966,-46.71834300234092,21.192625561447382,29.564047593984203,34.986616134052255,5.746715,"POLYGON Z ((1092372.380684394 4815602.846817964 -34986.61613405225, 1078598.399599052 4818026.314475865 -29564.0475939842, 1075999.145246685 4803253.235013151 -29564.0475939842, 1089773.126332027 4800829.767355249 -34986.61613405225, 1092372.380684394 4815602.846817964 -34986.61613405225))"
19,7,166.33832587257993,-46.65027421920199,166.30476177634338,-46.78283626876187,22.38087329802376,35.93806703026335,41.649492823329076,5.759247,"POLYGON Z ((1104131.232295878 4810894.200899021 -41649.49282332908, 1090314.049271568 4812104.60111508 -35938.06703026334, 1089005.046019531 4797161.82659071 -35938.06703026334, 1102822.22904384 4795951.426374651 -41649.49282332908, 1104131.232295878 4810894.200899021 -41649.49282332908))"
19,8,166.4846095502913,-46.71198683451376,166.46814240242307,-46.84608675440705,25.66890431558252,42.33243690756434,48.829986702861405,5.771964,"POLYGON Z ((1115592.567910882 4806175.793910046 -48829.9867028614, 1102072.891257531 4806189.572388078 -42332.43690756434, 1102057.604126895 4791189.580177958 -42332.43690756434, 1115577.280780247 4791175.801699926 -48829.9867028614, 1115592.567910882 4806175.793910046 -48829.9867028614))"
19,9,166.64572106809325,-46.77623176265884,166.64433984803654,-46.91082496386122,33.56014652075792,46.55569051452846,54.8478713650265,5.784991,"POLYGON Z ((1127426.51300409 4800988.387075959 -54847.8713650265, 1114961.156646769 4800063.926353358 -46555.69051452845, 1116070.545949522 4785105.007429354 -46555.69051452845, 1128535.902306843 4786029.468151955 -54847.8713650265, 1127426.51300409 4800988.387075959 -54847.8713650265))"
19,10,166.81146243957207,-46.83830240358132,166.82123832835396,-46.97275211429179,42.74976847251965,51.00145101003848,61.18341768290655,5.797445,"POLYGON Z ((1139078.214773224 4795596.158998005 -61183.41768290655, 1128154.497594615 4794181.960400082 -51001.45101003848, 1130080.345293965 4779306.103764618 -51001.45101003848, 1141004.062472574 4780720.302362541 -61183.41768290655, 1139078.214773224 4795596.158998005 -61183.41768290655))"
20,0,165.1298818849097,-46.33760807649945,165.0780052640067,-46.46711404193968,12.964878630530212,5.153827346293043,8.519133435972421,5.749548,"POLYGON Z ((1008813.474698532 4835782.865056005 -8519.133435972421, 994407.1317124915 4838259.151931817 -5153.827346293043, 991866.0674496964 4823475.952264209 -5153.827346293043, 1006272.410435737 4820999.665388398 -8519.133435972421, 1008813.474698532 4835782.865056005 -8519.133435972421))"
20,1,165.30515964218182,-46.398791507770426,165.23994709382129,-46.52542415675436,14.897636357237046,7.836315052196043,11.692708952496144,5.755451,"POLYGON Z ((1022621.838166303 4829297.372667481 -11692.70895249614, 1008554.842546877 4832797.066986812 -7836.315052196043, 1004933.420222135 4818240.786543448 -7836.315052196043, 1019000.415841561 4814741.092224117 -11692.70895249614, 1022621.838166303 4829297.372667481 -11692.70895249614))"
20,2,165.48001826079263,-46.45849544049044,165.39872931166855,-46.58066112122768,15.747734271863553,11.915571665179925,15.986607514019825,5.761293,"POLYGON Z ((1036261.512068262 4822725.081891983 -15986.60751401982, 1022625.015434332 4827465.612101812 -11915.57166517992, 1017699.615098852 4813297.322454319 -11915.57166517992, 1031336.111732781 4808556.79224449 -15986.60751401982, 1036261.512068262 4822725.081891983 -15986.60751401982))"
20,3,165.64597004712587,-46.52074939212939,165.56229072968577,-46.642201251556834,16.756271445420847,15.953496523997336,20.27801271877111,5.769760,"POLYGON Z ((1049504.718034099 4816838.323578316 -20278.01271877111, 1036009.93083437 4821756.583241569 -15953.49652399734, 1030873.580770806 4807663.396659943 -15953.49652399734, 1044368.367970534 4802745.13699669 -20278.01271877111, 1049504.718034099 4816838.323578316 -20278.01271877111))"
20,4,165.8074106436487,-46.58328093053217,165.72664811415282,-46.70572259772423,17.723442436440603,20.28294639393564,24.849288614754432,5.779500,"POLYGON Z ((1062520.345122659 4811268.588152357 -24849.28861475443, 1049023.631384129 4815957.643172565 -20282.94639393564, 1044100.930234145 4801788.415480557 -20282.94639393564, 1057597.643972675 4797099.360460349 -24849.28861475443, 1062520.345122659 4811268.588152357 -24849.28861475443))"
20,5,165.96255188841886,-46.646078797552605,165.8914544193138,-46.77137724860798,18.768682944881746,25.183881329379666,30.01010466156687,5.790620,"POLYGON Z ((1075171.353883459 4806106.889436646 -30010.10466156687, 1061530.20570435 4810059.944546741 -25183.88132937967, 1057355.14272473 4795652.694666344 -25183.88132937967, 1070996.290903839 4791699.63955625 -30010.10466156687, 1075171.353883459 4806106.889436646 -30010.10466156687))"
20,6,166.11524318246867,-46.71062938836103,166.06023853430406,-46.83973864700925,19.461589169301995,29.82536451946372,34.82298714481044,5.803187,"POLYGON Z ((1087710.186748868 4801164.093739229 -34822.98714481044, 1073839.742895309 4803927.163662322 -29825.36451946372, 1070909.238802115 4789216.210404298 -29825.36451946372, 1084779.682655674 4786453.140481206 -34822.98714481044, 1087710.186748868 4801164.093739229 -34822.98714481044))"
20,7,166.26905525499222,-46.77558871798398,166.23057667459165,-46.90751953280903,20.468228136343136,34.35806919050171,39.60338799919472,5.816220,"POLYGON Z ((1100177.326544159 4796171.004206209 -39603.38799919473, 1086211.425797982 4797733.133183946 -34358.06919050171, 1084544.027715723 4782826.095126865 -34358.06919050171, 1098509.9284619 4781263.966149128 -39603.38799919473, 1100177.326544159 4796171.004206209 -39603.38799919473))"
20,8,166.4197083681023,-46.83866388614182,166.39678754320926,-46.972310474490335,21.718589967521822,40.02377374759049,45.574496756220206,5.829170,"POLYGON Z ((1112224.725720961 4791247.357692437 -45574.49675622021, 1098297.040705583 4791704.593073688 -40023.77374759049, 1097804.867184045 4776712.669740617 -40023.77374759049, 1111732.552199424 4776255.434359366 -45574.49675622021, 1112224.725720961 4791247.357692437 -45574.49675622021))"
20,9,166.58604643329377,-46.902596670252905,166.57133181240306,-47.03680652270054,27.594713479002817,43.31577639203392,50.26399037644407,5.841879,"POLYGON Z ((1124851.597015543 4785751.755111728 -50263.99037644407, 1111558.244427719 4785656.364322699 -43315.77639203392, 1111665.879050971 4770656.750501407 -43315.77639203392, 1124959.231638795 4770752.141290436 -50263.99037644407, 1124851.597015543 4785751.755111728 -50263.99037644407))"
20,10,166.7477539342512,-46.963344348952354,166.74026204275947,-47.097853577562425,33.95458333439302,48.3979533636372,56.77598697902033,5.854262,"POLYGON Z ((1136840.686813323 4780428.432710921 -56775.98697902033, 1124409.439720734 4779906.275203539 -48397.9533636372, 1125038.939105918 4764919.490007104 -48397.9533636372, 1137470.186198507 4765441.647514487 -56775.98697902033, 1136840.686813323 4780428.432710921 -56775.98697902033))"
21,0,165.10760252035965,-46.47857274763635,165.0465758557516,-46.60618716498822,15.740294093751357,5.404367636441714,9.473528726951391,5.807915,"POLYGON Z ((1008360.905975825 4819309.005631196 -9473.528726951392, 994265.2188828547 4822432.07037541 -5404.367636441714, 991020.4803525681 4807787.218997876 -5404.367636441714, 1005116.167445538 4804664.154253663 -9473.528726951392, 1008360.905975825 4819309.005631196 -9473.528726951392))"
21,1,165.27820725916052,-46.54049334952015,165.20894245784552,-46.66613695869032,16.30881833807519,8.989705604820156,13.20192202933925,5.814668,"POLYGON Z ((1021926.939772879 4813093.480205481 -13201.92202933925, 1008031.013842555 4816856.52090842 -8989.705604820156, 1004110.208084787 4802378.009858943 -8989.705604820156, 1018006.13401511 4798614.969156004 -13201.92202933925, 1021926.939772879 4813093.480205481 -13201.92202933925))"
21,2,165.44849505948287,-46.60165932463657,165.37020334113245,-46.72481214115663,16.655667270343017,13.083129788305207,17.382419539369643,5.821737,"POLYGON Z ((1035394.672610533 4806868.428544749 -17382.41953936964, 1021735.243932509 4811333.41631924 -13083.12978830521, 1017074.72187612 4797075.803119201 -13083.12978830521, 1030734.150554144 4792610.81534471 -17382.41953936964, 1035394.672610533 4806868.428544749 -17382.41953936964))"
21,3,165.61285128765877,-46.66415450961305,165.53421158884646,-46.787255595862284,16.91851991241888,17.266539573022726,21.63171136144259,5.830623,"POLYGON Z ((1048596.468762818 4801086.384611732 -21631.71136144259, 1034970.999016011 4805591.03214916 -17266.53957302272, 1030262.568581961 4791349.168407089 -17266.53957302272, 1043888.038328767 4786844.520869661 -21631.71136144259, 1048596.468762818 4801086.384611732 -21631.71136144259))"
21,4,165.77341504324056,-46.727044727591924,165.69934691660308,-46.851528727723526,17.37762863559286,21.662789275511734,26.14281201374255,5.840713,"POLYGON Z ((1061588.301093526 4795584.567177583 -26142.81201374255, 1047892.709170404 4799751.119486177 -21662.78927551174, 1043526.88775089 4785400.523563607 -21662.78927551174, 1057222.479674012 4781233.971255012 -26142.81201374255, 1061588.301093526 4795584.567177583 -26142.81201374255))"
21,5,165.93094752682703,-46.79020647476512,165.8653243043267,-46.916948652344104,17.764687296953376,26.306767883052185,30.88339429941829,5.851811,"POLYGON Z ((1074396.324492753 4790291.427228916 -30883.39429941829, 1060557.923098908 4793834.467943872 -26306.76788305218, 1056837.482938446 4779303.180147796 -26306.76788305218, 1070675.884332291 4775760.139432839 -30883.39429941829, 1074396.324492753 4790291.427228916 -30883.39429941829))"
21,6,166.0874387173631,-46.85401688815264,166.03317466320107,-46.98329806653929,18.207258109461364,30.896547097568835,35.58337594473259,5.863805,"POLYGON Z ((1087111.445533833 4785103.813235909 -35583.37594473259, 1073122.580880224 4787814.034824708 -30896.54709756883, 1070269.513265782 4773087.86746224 -30896.54709756883, 1084258.377919391 4770377.645873441 -35583.37594473259, 1087111.445533833 4785103.813235909 -35583.37594473259))"
21,7,166.2421936683177,-46.91888190396407,166.20342905633365,-47.05078307118653,18.626500417574757,35.49085770635254,40.28182225497349,5.876828,"POLYGON Z ((1099663.11163004 4780054.861653709 -40281.82225497349, 1085537.534066245 4781640.647636455 -35490.85770635254, 1083864.094637754 4766734.286562095 -35490.85770635254, 1097989.672201549 4765148.50057935 -40281.82225497349, 1099663.11163004 4780054.861653709 -40281.82225497349))"
21,8,166.4036777142303,-46.98183855497988,166.3723699435885,-47.114689066319585,21.11035851653547,39.843975763651635,45.24645783030012,5.889123,"POLYGON Z ((1112372.114519577 4774649.233238643 -45246.45783030013, 1098418.194180524 4775698.659124978 -39843.97576365164, 1097293.273079349 4760740.900184678 -39843.97576365164, 1111247.193418402 4759691.474298343 -45246.45783030013, 1112372.114519577 4774649.233238643 -45246.45783030013))"
22,0,165.06459822382578,-46.61531792914626,165.00193752595231,-46.74258472449671,17.047199516555086,5.401826917244782,9.799217869617543,5.866700,"POLYGON Z ((1006481.259855503 4803709.935742003 -9799.217869617543, 992502.6047987393 4806913.083508812 -5401.826917244782, 989152.2546384791 4792292.031774971 -5401.826917244782, 1003130.909695243 4789088.884008162 -9799.217869617543, 1006481.259855503 4803709.935742003 -9799.217869617543))"
22,1,165.23140942205742,-46.67791438054167,165.16506492239026,-46.80433926283367,16.911617877355685,9.336318837023661,13.69976185073273,5.874195,"POLYGON Z ((1019874.26465076 4797735.036043799 -13699.76185073273, 1005957.715125554 4801240.747723128 -9336.318837023662, 1002293.54501232 4786695.169103448 -9336.318837023662, 1016210.094537527 4783189.45742412 -13699.76185073273, 1019874.26465076 4797735.036043799 -13699.76185073273))"
22,2,165.39437648934648,-46.74014464489791,165.32754062978336,-46.86649206737598,16.877665713890853,13.912523811366698,18.26746179715938,5.882557,"POLYGON Z ((1032990.749437461 4791988.364885572 -18267.46179715938, 1019086.449144 4795552.765043968 -13912.5238113667, 1015361.608278276 4781022.604668906 -13912.5238113667, 1029265.908571736 4777458.20451051 -18267.46179715938, 1032990.749437461 4791988.364885572 -18267.46179715938))"
22,3,165.55766035142412,-46.80235189867987,165.49082678338473,-46.928744237562455,16.956903698362098,18.39545448603994,22.77023922723625,5.891498,"POLYGON Z ((1046104.088260044 4786259.398082136 -22770.23922723625, 1032210.993197631 4789843.134687266 -18395.45448603994, 1028464.36989391 4775318.575698436 -18395.45448603994, 1042357.464956323 4771734.839093306 -22770.23922723625, 1046104.088260044 4786259.398082136 -22770.23922723625))"
22,4,165.72056542894057,-46.86609544031527,165.658182514366,-46.993595155677944,17.066432218965932,22.258796914721547,26.661001504280566,5.901718,"POLYGON Z ((1059256.41549713 4780665.095575668 -26661.00150428057, 1045294.414195157 4783933.59896336 -22258.79691472155, 1041875.352850269 4769328.462212207 -22258.79691472155, 1055837.354152242 4766059.958824514 -26661.00150428057, 1059256.41549713 4780665.095575668 -26661.00150428057))"
22,5,165.88049052299232,-46.92961722886676,165.82525930753442,-47.058692195998916,17.18938593375609,26.613737334924156,31.046703523966727,5.912720,"POLYGON Z ((1072182.954983726 4775247.78014692 -31046.70352396673, 1058120.040325182 4778001.548850588 -26613.73733492416, 1055237.518376139 4763281.118584686 -26613.73733492416, 1069300.433034684 4760527.349881019 -31046.70352396673, 1072182.954983726 4775247.78014692 -31046.70352396673))"
22,6,166.0392242084082,-46.99253219501017,165.9914881780647,-47.123031162369344,17.28163630092932,31.357430072039193,35.81346284121635,5.924148,"POLYGON Z ((1084970.886748554 4769884.877686963 -35813.46284121635, 1070820.894837909 4772103.32328889 -31357.43007203919, 1068497.564974819 4757284.344297499 -31357.43007203919, 1082647.556885464 4755065.898695573 -35813.46284121635, 1084970.886748554 4769884.877686963 -35813.46284121635))"
22,7,166.202143345148,-47.05705987388985,166.16273650081914,-47.18887991536815,17.541726865495633,34.92907962011305,39.4500838842677,5.936430,"POLYGON Z ((1098037.129381286 4764403.19334692 -39450.0838842677, 1083827.324845981 4766028.608835935 -34929.07962011305, 1082122.637477796 4751125.78893577 -34929.07962011305, 1096332.442013101 4749500.373446756 -39450.0838842677, 1098037.129381286 4764403.19334692 -39450.0838842677))"
22,8,166.36947423484008,-47.11916057366392,166.33153565724308,-47.25120851307158,21.04103787596535,38.69991752424589,44.08546548716781,5.948049,"POLYGON Z ((1111034.129177498 4758714.941667244 -44085.46548716781, 1097116.013013698 4760225.542736371 -38699.91752424589, 1095497.494828831 4745313.118423562 -38699.91752424589, 1109415.610992631 4743802.517354435 -44085.46548716781, 1111034.129177498 4758714.941667244 -44085.46548716781))"
